GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,TRBL_BGA,BLCK_GRPA,C_CITYA,TRUSTA,RES_ONLYA,AIANHHA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GMY001
"G4802890","2000","3","7","Texas","48","Leon","289",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Leon County",30981
"G4802910","2000","3","7","Texas","48","Liberty","291",,,,,,,,,,,,,"3362","3360","9999",,,,,,,,"Liberty County",38361
"G4802930","2000","3","7","Texas","48","Limestone","293",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Limestone County",29366
"G4802950","2000","3","7","Texas","48","Lipscomb","295",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lipscomb County",31964
"G4802970","2000","3","7","Texas","48","Live Oak","297",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Live Oak County",32057
"G4802990","2000","3","7","Texas","48","Llano","299",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Llano County",34830
"G4803010","2000","3","7","Texas","48","Loving","301",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Loving County",40000
"G4803030","2000","3","7","Texas","48","Lubbock","303",,,,,,,,,,,,,"4600","9999","9999",,,,,,,,"Lubbock County",32198
"G4803050","2000","3","7","Texas","48","Lynn","305",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lynn County",26694
"G4803070","2000","3","7","Texas","48","McCulloch","307",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McCulloch County",25705
"G4803090","2000","3","7","Texas","48","McLennan","309",,,,,,,,,,,,,"8800","9999","9999",,,,,,,,"McLennan County",33560
"G4803110","2000","3","7","Texas","48","McMullen","311",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McMullen County",32500
"G4803130","2000","3","7","Texas","48","Madison","313",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Madison County",29418
"G4803150","2000","3","7","Texas","48","Marion","315",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",25347
"G4803170","2000","3","7","Texas","48","Martin","317",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Martin County",31836
"G4803190","2000","3","7","Texas","48","Mason","319",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mason County",30921
"G4803210","2000","3","7","Texas","48","Matagorda","321",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Matagorda County",32174
"G4803230","2000","3","7","Texas","48","Maverick","323",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Maverick County",21232
"G4803250","2000","3","7","Texas","48","Medina","325",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Medina County",36063
"G4803270","2000","3","7","Texas","48","Menard","327",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Menard County",24762
"G4803290","2000","3","7","Texas","48","Midland","329",,,,,,,,,,,,,"5800","9999","9999",,,,,,,,"Midland County",39082
"G4803310","2000","3","7","Texas","48","Milam","331",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Milam County",33186
"G4803330","2000","3","7","Texas","48","Mills","333",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mills County",30579
"G4803350","2000","3","7","Texas","48","Mitchell","335",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mitchell County",25399
"G4803370","2000","3","7","Texas","48","Montague","337",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montague County",31048
"G4803390","2000","3","7","Texas","48","Montgomery","339",,,,,,,,,,,,,"3362","3360","9999",,,,,,,,"Montgomery County",50864
"G4803410","2000","3","7","Texas","48","Moore","341",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Moore County",34852
"G4803430","2000","3","7","Texas","48","Morris","343",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morris County",29011
"G4803450","2000","3","7","Texas","48","Motley","345",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Motley County",28348
"G4803470","2000","3","7","Texas","48","Nacogdoches","347",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nacogdoches County",28301
"G4803490","2000","3","7","Texas","48","Navarro","349",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Navarro County",31268
"G4803510","2000","3","7","Texas","48","Newton","351",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Newton County",28500
"G4803530","2000","3","7","Texas","48","Nolan","353",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nolan County",26209
"G4803550","2000","3","7","Texas","48","Nueces","355",,,,,,,,,,,,,"1880","9999","9999",,,,,,,,"Nueces County",35959
"G4803570","2000","3","7","Texas","48","Ochiltree","357",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ochiltree County",38013
"G4803590","2000","3","7","Texas","48","Oldham","359",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Oldham County",33713
"G4803610","2000","3","7","Texas","48","Orange","361",,,,,,,,,,,,,"0840","9999","9999",,,,,,,,"Orange County",37586
"G4803630","2000","3","7","Texas","48","Palo Pinto","363",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Palo Pinto County",31203
"G4803650","2000","3","7","Texas","48","Panola","365",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Panola County",31909
"G4803670","2000","3","7","Texas","48","Parker","367",,,,,,,,,,,,,"1922","2800","9999",,,,,,,,"Parker County",45497
"G4803690","2000","3","7","Texas","48","Parmer","369",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Parmer County",30813
"G4803710","2000","3","7","Texas","48","Pecos","371",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pecos County",28033
"G4803730","2000","3","7","Texas","48","Polk","373",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Polk County",30495
"G4803750","2000","3","7","Texas","48","Potter","375",,,,,,,,,,,,,"0320","9999","9999",,,,,,,,"Potter County",29492
"G4803770","2000","3","7","Texas","48","Presidio","377",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Presidio County",19860
"G4803790","2000","3","7","Texas","48","Rains","379",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rains County",33712
"G4803810","2000","3","7","Texas","48","Randall","381",,,,,,,,,,,,,"0320","9999","9999",,,,,,,,"Randall County",42712
"G4803830","2000","3","7","Texas","48","Reagan","383",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Reagan County",33231
"G4803850","2000","3","7","Texas","48","Real","385",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Real County",25118
"G4803870","2000","3","7","Texas","48","Red River","387",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Red River County",27558
"G4803890","2000","3","7","Texas","48","Reeves","389",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Reeves County",23306
"G4803910","2000","3","7","Texas","48","Refugio","391",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Refugio County",29986
"G4803930","2000","3","7","Texas","48","Roberts","393",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Roberts County",44792
"G4803950","2000","3","7","Texas","48","Robertson","395",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Robertson County",28886
"G4803970","2000","3","7","Texas","48","Rockwall","397",,,,,,,,,,,,,"1922","1920","9999",,,,,,,,"Rockwall County",65164
"G4803990","2000","3","7","Texas","48","Runnels","399",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Runnels County",27806
"G4804010","2000","3","7","Texas","48","Rusk","401",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rusk County",32898
"G4804030","2000","3","7","Texas","48","Sabine","403",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sabine County",27198
"G4804050","2000","3","7","Texas","48","San Augustine","405",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"San Augustine County",27025
"G4804070","2000","3","7","Texas","48","San Jacinto","407",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"San Jacinto County",32220
"G4804090","2000","3","7","Texas","48","San Patricio","409",,,,,,,,,,,,,"1880","9999","9999",,,,,,,,"San Patricio County",34836
"G4804110","2000","3","7","Texas","48","San Saba","411",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"San Saba County",30104
"G4804130","2000","3","7","Texas","48","Schleicher","413",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Schleicher County",29746
"G4804150","2000","3","7","Texas","48","Scurry","415",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scurry County",31646
"G4804170","2000","3","7","Texas","48","Shackelford","417",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shackelford County",30479
"G4804190","2000","3","7","Texas","48","Shelby","419",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shelby County",29112
"G4804210","2000","3","7","Texas","48","Sherman","421",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sherman County",33179
"G4804230","2000","3","7","Texas","48","Smith","423",,,,,,,,,,,,,"8640","9999","9999",,,,,,,,"Smith County",37148
"G4804250","2000","3","7","Texas","48","Somervell","425",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Somervell County",39404
"G4804270","2000","3","7","Texas","48","Starr","427",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Starr County",16504
"G4804290","2000","3","7","Texas","48","Stephens","429",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stephens County",29583
"G4804310","2000","3","7","Texas","48","Sterling","431",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sterling County",35129
"G4804330","2000","3","7","Texas","48","Stonewall","433",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stonewall County",27935
"G4804350","2000","3","7","Texas","48","Sutton","435",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sutton County",34385
"G4804370","2000","3","7","Texas","48","Swisher","437",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Swisher County",29846
"G4804390","2000","3","7","Texas","48","Tarrant","439",,,,,,,,,,,,,"1922","2800","9999",,,,,,,,"Tarrant County",46179
"G4804410","2000","3","7","Texas","48","Taylor","441",,,,,,,,,,,,,"0040","9999","9999",,,,,,,,"Taylor County",34035
"G4804430","2000","3","7","Texas","48","Terrell","443",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Terrell County",24219
"G4804450","2000","3","7","Texas","48","Terry","445",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Terry County",28090
"G4804470","2000","3","7","Texas","48","Throckmorton","447",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Throckmorton County",28277
"G4804490","2000","3","7","Texas","48","Titus","449",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Titus County",32452
"G4804510","2000","3","7","Texas","48","Tom Green","451",,,,,,,,,,,,,"7200","9999","9999",,,,,,,,"Tom Green County",33148
"G4804530","2000","3","7","Texas","48","Travis","453",,,,,,,,,,,,,"0640","9999","9999",,,,,,,,"Travis County",46761
"G4804550","2000","3","7","Texas","48","Trinity","455",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Trinity County",27070
"G4804570","2000","3","7","Texas","48","Tyler","457",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tyler County",29808
"G4804590","2000","3","7","Texas","48","Upshur","459",,,,,,,,,,,,,"4420","9999","9999",,,,,,,,"Upshur County",33347
"G4804610","2000","3","7","Texas","48","Upton","461",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Upton County",28977
"G4804630","2000","3","7","Texas","48","Uvalde","463",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Uvalde County",27164
"G4804650","2000","3","7","Texas","48","Val Verde","465",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Val Verde County",28376
"G4804670","2000","3","7","Texas","48","Van Zandt","467",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Van Zandt County",35029
"G4804690","2000","3","7","Texas","48","Victoria","469",,,,,,,,,,,,,"8750","9999","9999",,,,,,,,"Victoria County",38732
"G4804710","2000","3","7","Texas","48","Walker","471",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Walker County",31468
"G4804730","2000","3","7","Texas","48","Waller","473",,,,,,,,,,,,,"3362","3360","9999",,,,,,,,"Waller County",38136
"G4804750","2000","3","7","Texas","48","Ward","475",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ward County",29386
"G4804770","2000","3","7","Texas","48","Washington","477",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",36760
"G4804790","2000","3","7","Texas","48","Webb","479",,,,,,,,,,,,,"4080","9999","9999",,,,,,,,"Webb County",28100
"G4804810","2000","3","7","Texas","48","Wharton","481",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wharton County",32208
"G4804830","2000","3","7","Texas","48","Wheeler","483",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wheeler County",31029
"G4804850","2000","3","7","Texas","48","Wichita","485",,,,,,,,,,,,,"9080","9999","9999",,,,,,,,"Wichita County",33780
"G4804870","2000","3","7","Texas","48","Wilbarger","487",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wilbarger County",29500
"G4804890","2000","3","7","Texas","48","Willacy","489",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Willacy County",22114
"G4804910","2000","3","7","Texas","48","Williamson","491",,,,,,,,,,,,,"0640","9999","9999",,,,,,,,"Williamson County",60642
"G4804930","2000","3","7","Texas","48","Wilson","493",,,,,,,,,,,,,"7240","9999","9999",,,,,,,,"Wilson County",40006
"G4804950","2000","3","7","Texas","48","Winkler","495",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Winkler County",30591
"G4804970","2000","3","7","Texas","48","Wise","497",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wise County",41933
"G4804990","2000","3","7","Texas","48","Wood","499",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wood County",32885
"G4805010","2000","3","7","Texas","48","Yoakum","501",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yoakum County",32672
"G4805030","2000","3","7","Texas","48","Young","503",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Young County",30499
"G4805050","2000","3","7","Texas","48","Zapata","505",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Zapata County",24635
"G4805070","2000","3","7","Texas","48","Zavala","507",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Zavala County",16844
"G4900010","2000","4","8","Utah","49","Beaver","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Beaver County",34544
"G4900030","2000","4","8","Utah","49","Box Elder","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Box Elder County",44630
"G4900050","2000","4","8","Utah","49","Cache","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cache County",39730
"G4900070","2000","4","8","Utah","49","Carbon","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carbon County",34036
"G4900090","2000","4","8","Utah","49","Daggett","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Daggett County",30833
"G4900110","2000","4","8","Utah","49","Davis","011",,,,,,,,,,,,,"7160","9999","9999",,,,,,,,"Davis County",53726
"G4900130","2000","4","8","Utah","49","Duchesne","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Duchesne County",31298
"G4900150","2000","4","8","Utah","49","Emery","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Emery County",39850
"G4900170","2000","4","8","Utah","49","Garfield","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Garfield County",35180
"G4900190","2000","4","8","Utah","49","Grand","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grand County",32387
"G4900210","2000","4","8","Utah","49","Iron","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Iron County",33114
"G4900230","2000","4","8","Utah","49","Juab","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Juab County",38139
"G4900250","2000","4","8","Utah","49","Kane","025",,,,,,,,,,,,,"2620","9999","9999",,,,,,,,"Kane County",34247
"G4900270","2000","4","8","Utah","49","Millard","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Millard County",36178
"G4900290","2000","4","8","Utah","49","Morgan","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morgan County",50273
"G4900310","2000","4","8","Utah","49","Piute","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Piute County",29625
"G4900330","2000","4","8","Utah","49","Rich","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rich County",39766
"G4900350","2000","4","8","Utah","49","Salt Lake","035",,,,,,,,,,,,,"7160","9999","9999",,,,,,,,"Salt Lake County",48373
"G4900370","2000","4","8","Utah","49","San Juan","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"San Juan County",28137
"G4900390","2000","4","8","Utah","49","Sanpete","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sanpete County",33042
"G4900410","2000","4","8","Utah","49","Sevier","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sevier County",35822
"G4900430","2000","4","8","Utah","49","Summit","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Summit County",64962
"G4900450","2000","4","8","Utah","49","Tooele","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tooele County",45773
"G4900470","2000","4","8","Utah","49","Uintah","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Uintah County",34518
"G4900490","2000","4","8","Utah","49","Utah","049",,,,,,,,,,,,,"6520","9999","9999",,,,,,,,"Utah County",45833
"G4900510","2000","4","8","Utah","49","Wasatch","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wasatch County",49612
"G4900530","2000","4","8","Utah","49","Washington","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",37212
"G4900550","2000","4","8","Utah","49","Wayne","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wayne County",32000
"G4900570","2000","4","8","Utah","49","Weber","057",,,,,,,,,,,,,"7160","9999","9999",,,,,,,,"Weber County",44014
"G5000010","2000","1","1","Vermont","50","Addison","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Addison County",43142
"G5000030","2000","1","1","Vermont","50","Bennington","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bennington County",39926
"G5000050","2000","1","1","Vermont","50","Caledonia","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Caledonia County",34800
"G5000070","2000","1","1","Vermont","50","Chittenden","007",,,,,,,,,,,,,"####","9999","1303",,,,,,,,"Chittenden County",47673
"G5000090","2000","1","1","Vermont","50","Essex","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Essex County",30490
"G5000110","2000","1","1","Vermont","50","Franklin","011",,,,,,,,,,,,,"####","9999","1303",,,,,,,,"Franklin County",41659
"G5000130","2000","1","1","Vermont","50","Grand Isle","013",,,,,,,,,,,,,"####","9999","1303",,,,,,,,"Grand Isle County",43033
"G5000150","2000","1","1","Vermont","50","Lamoille","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lamoille County",39356
"G5000170","2000","1","1","Vermont","50","Orange","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Orange County",39855
"G5000190","2000","1","1","Vermont","50","Orleans","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Orleans County",31084
"G5000210","2000","1","1","Vermont","50","Rutland","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rutland County",36743
"G5000230","2000","1","1","Vermont","50","Washington","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",40972
"G5000250","2000","1","1","Vermont","50","Windham","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Windham County",38204
"G5000270","2000","1","1","Vermont","50","Windsor","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Windsor County",40688
"G5100010","2000","3","5","Virginia","51","Accomack","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Accomack County",30250
"G5100030","2000","3","5","Virginia","51","Albemarle","003",,,,,,,,,,,,,"1540","9999","9999",,,,,,,,"Albemarle County",50749
"G5100050","2000","3","5","Virginia","51","Alleghany","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Alleghany County",38545
"G5100070","2000","3","5","Virginia","51","Amelia","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Amelia County",40252
"G5100090","2000","3","5","Virginia","51","Amherst","009",,,,,,,,,,,,,"4640","9999","9999",,,,,,,,"Amherst County",37393
"G5100110","2000","3","5","Virginia","51","Appomattox","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Appomattox County",36507
"G5100130","2000","3","5","Virginia","51","Arlington","013",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Arlington County",63001
"G5100150","2000","3","5","Virginia","51","Augusta","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Augusta County",43045
"G5100170","2000","3","5","Virginia","51","Bath","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bath County",35013
"G5100190","2000","3","5","Virginia","51","Bedford","019",,,,,,,,,,,,,"4640","9999","9999",,,,,,,,"Bedford County",43136
"G5100210","2000","3","5","Virginia","51","Bland","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bland County",30397
"G5100230","2000","3","5","Virginia","51","Botetourt","023",,,,,,,,,,,,,"6800","9999","9999",,,,,,,,"Botetourt County",48731
"G5100250","2000","3","5","Virginia","51","Brunswick","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Brunswick County",31288
"G5100270","2000","3","5","Virginia","51","Buchanan","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Buchanan County",22213
"G5100290","2000","3","5","Virginia","51","Buckingham","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Buckingham County",29882
"G5100310","2000","3","5","Virginia","51","Campbell","031",,,,,,,,,,,,,"4640","9999","9999",,,,,,,,"Campbell County",37280
"G5100330","2000","3","5","Virginia","51","Caroline","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Caroline County",39845
"G5100350","2000","3","5","Virginia","51","Carroll","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",30597
"G5100360","2000","3","5","Virginia","51","Charles City","036",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Charles City County",42745
"G5100370","2000","3","5","Virginia","51","Charlotte","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Charlotte County",28929
"G5100410","2000","3","5","Virginia","51","Chesterfield","041",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Chesterfield County",58537
"G5100430","2000","3","5","Virginia","51","Clarke","043",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Clarke County",51601
"G5100450","2000","3","5","Virginia","51","Craig","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Craig County",37314
"G5100470","2000","3","5","Virginia","51","Culpeper","047",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Culpeper County",45290
"G5100490","2000","3","5","Virginia","51","Cumberland","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cumberland County",31816
"G5100510","2000","3","5","Virginia","51","Dickenson","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dickenson County",23431
"G5100530","2000","3","5","Virginia","51","Dinwiddie","053",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Dinwiddie County",41582
"G5100570","2000","3","5","Virginia","51","Essex","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Essex County",37395
"G5100590","2000","3","5","Virginia","51","Fairfax","059",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Fairfax County",81050
"G5100610","2000","3","5","Virginia","51","Fauquier","061",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Fauquier County",61999
"G5100630","2000","3","5","Virginia","51","Floyd","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Floyd County",31585
"G5100650","2000","3","5","Virginia","51","Fluvanna","065",,,,,,,,,,,,,"1540","9999","9999",,,,,,,,"Fluvanna County",46372
"G5100670","2000","3","5","Virginia","51","Franklin","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin County",38056
"G5100690","2000","3","5","Virginia","51","Frederick","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Frederick County",46941
"G5100710","2000","3","5","Virginia","51","Giles","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Giles County",34927
"G5100730","2000","3","5","Virginia","51","Gloucester","073",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Gloucester County",45421
"G5100750","2000","3","5","Virginia","51","Goochland","075",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Goochland County",56307
"G5100770","2000","3","5","Virginia","51","Grayson","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grayson County",28676
"G5100790","2000","3","5","Virginia","51","Greene","079",,,,,,,,,,,,,"1540","9999","9999",,,,,,,,"Greene County",45931
"G5100810","2000","3","5","Virginia","51","Greensville","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greensville County",32002
"G5100830","2000","3","5","Virginia","51","Halifax","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Halifax County",29929
"G5100850","2000","3","5","Virginia","51","Hanover","085",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Hanover County",59223
"G5100870","2000","3","5","Virginia","51","Henrico","087",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Henrico County",49185
"G5100890","2000","3","5","Virginia","51","Henry","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Henry County",31816
"G5100910","2000","3","5","Virginia","51","Highland","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Highland County",29732
"G5100930","2000","3","5","Virginia","51","Isle Of Wight","093",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Isle of Wight County",45387
"G5100950","2000","3","5","Virginia","51","James City","095",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"James City County",55594
"G5100970","2000","3","5","Virginia","51","King And Queen","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"King and Queen County",35941
"G5100990","2000","3","5","Virginia","51","King George","099",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"King George County",49882
"G5101010","2000","3","5","Virginia","51","King William","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"King William County",49876
"G5101030","2000","3","5","Virginia","51","Lancaster","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lancaster County",33239
"G5101050","2000","3","5","Virginia","51","Lee","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lee County",22972
"G5101070","2000","3","5","Virginia","51","Loudoun","107",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Loudoun County",80648
"G5101090","2000","3","5","Virginia","51","Louisa","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Louisa County",39402
"G5101110","2000","3","5","Virginia","51","Lunenburg","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lunenburg County",27899
"G5101130","2000","3","5","Virginia","51","Madison","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Madison County",39856
"G5101150","2000","3","5","Virginia","51","Mathews","115",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Mathews County",43222
